ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,dosage,location,section
Wang22o,WT_3dose,~,2020-01-01,mRNA,1,USA,NULL
Wang22o,WT_3dose,~,2020-02-01,mRNA,2,USA,NULL
Wang22o,WT_3dose,~,2020-08-01,mRNA,3,USA,NULL
Wang22o,WT_4dose,~,2020-01-01,mRNA,1,USA,NULL
Wang22o,WT_4dose,~,2020-02-01,mRNA,2,USA,NULL
Wang22o,WT_4dose,~,2020-08-01,mRNA,3,USA,NULL
Wang22o,WT_4dose,~,2021-01-01,mRNA,4,USA,NULL
Wang22o,WT_3dose_bivalent_1dose,~,2021-01-01,mRNA,1,USA,NULL
Wang22o,WT_3dose_bivalent_1dose,~,2021-02-01,mRNA,2,USA,NULL
Wang22o,WT_3dose_bivalent_1dose,~,2021-08-01,mRNA,3,USA,NULL
Wang22o,WT_3dose_bivalent_1dose,~,2022-01-01,mRNA-bivalent,4,USA,NULL
Wang22o,BA2_bti,~,2020-01-01,mRNA,1,USA,NULL
Wang22o,BA2_bti,~,2020-02-01,mRNA,2,USA,NULL
Wang22o,BA2_bti,~,2020-08-01,mRNA,3,USA,NULL
Wang22o,BA45_bti,~,2020-01-01,mRNA,1,USA,NULL
Wang22o,BA45_bti,~,2020-02-01,mRNA,2,USA,NULL
Wang22o,BA45_bti,~,2020-08-01,mRNA,3,USA,NULL
