ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,inhibition_pcnt,resistance_level,ineffective,cumulative_count,assay,date_added
Madhi21,AZD1222,S:614G,B.1.351 RBD,1,Figure 2B,=,5.5,0,NULL,NULL,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 RBD,2,Figure 2B,=,3.8,0,NULL,NULL,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 RBD,3,Figure 2B,=,3.1,0,NULL,NULL,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 RBD,4,Figure 2B,=,1.9,0,NULL,NULL,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 RBD,5,Figure 2B,=,27.3,0,NULL,NULL,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 RBD,6,Figure 2B,=,17.0,0,NULL,NULL,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 RBD,7,Figure 2B,=,17.0,0,NULL,NULL,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 RBD,8,Figure 2B,=,12.8,0,NULL,NULL,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 RBD,9,Figure 2B,=,12.8,0,NULL,NULL,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 RBD,10,Figure 2B,=,6.6,0,NULL,NULL,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 RBD,11,Figure 2B,=,6.6,0,NULL,NULL,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 RBD,12,Figure 2B,=,5.0,0,NULL,NULL,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 RBD,13,Figure 2B,=,5.0,0,NULL,NULL,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 Spike,1,Figure 2B,=,10.6,0,NULL,NULL,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 Spike,2,Figure 2B,=,6.6,0,NULL,NULL,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 Spike,3,Figure 2B,=,5.5,0,NULL,NULL,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 Spike,4,Figure 2B,=,6.6,0,NULL,NULL,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 Spike,6,Figure 2B,=,33.0,0,NULL,NULL,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 Spike,7,Figure 2B,=,33.0,0,NULL,NULL,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 Spike,5,Figure 2B,>,43.9,0,NULL,experimental,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 Spike,8,Figure 2B,>,22.6,0,NULL,experimental,1,lentivirus pseudovirus,2021-03-17
Madhi21,AZD1222,S:614G,B.1.351 Spike,9,Figure 2B,>,22.6,0,NULL,experimental,1,lentivirus pseudovirus,2021-03-17
