ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,inhibition_pcnt,resistance_level,ineffective,cumulative_count,assay,date_added
Zhou21c,Casirivimab,S:614G,B.1.526 Spike,1,Figure 3,=,12.2,0,NULL,NULL,1,NULL,2021-03-25
Zhou21c,Imdevimab,S:614G,B.1.526 Spike,1,Figure 3,=,1.1,0,NULL,NULL,1,NULL,2021-03-25
Zhou21c,Casirivimab+Imdevimab,S:614G,B.1.526 Spike,1,Figure 3,=,1.3,0,NULL,NULL,1,NULL,2021-03-25
Zhou21c,Casirivimab,S:614G,B.1.526 Spike:-484K+477N,1,Figure 3,=,0.2,0,NULL,NULL,1,NULL,2021-03-25
Zhou21c,Imdevimab,S:614G,B.1.526 Spike:-484K+477N,1,Figure 3,=,1.0,0,NULL,NULL,1,NULL,2021-03-25
Zhou21c,Casirivimab+Imdevimab,S:614G,B.1.526 Spike:-484K+477N,1,Figure 3,=,0.8,0,NULL,NULL,1,NULL,2021-03-25
Zhou21c,Casirivimab,S:614G,S:484K,1,Figure 3,=,10.9,0,NULL,NULL,1,NULL,2021-03-25
Zhou21c,Imdevimab,S:614G,S:484K,1,Figure 3,=,0.9,0,NULL,NULL,1,NULL,2021-03-25
Zhou21c,Casirivimab+Imdevimab,S:614G,S:484K,1,Figure 3,=,2.0,0,NULL,NULL,1,NULL,2021-03-25
Zhou21c,CP,S:614G,B.1.526 Spike,1,Figure 2A,=,0.9,0,NULL,NULL,6,NULL,2021-03-25
Zhou21c,CP,S:614G,B.1.526 Spike:-484K+477N,1,Figure 2A,=,4.4,0,NULL,NULL,6,NULL,2021-03-25
Zhou21c,CP,S:614G,S:484K,1,Figure 2A,=,3.3,0,NULL,NULL,6,NULL,2021-03-25
Zhou21c,BNT162b2,S:614G,B.1.1.7 Spike,1,Figure 2B,=,1.0,0,NULL,NULL,5,NULL,2021-03-25
Zhou21c,BNT162b2,S:614G,B.1.526 Spike:-484K+477N,1,Figure 2B,=,1.5,0,NULL,NULL,5,NULL,2021-03-25
Zhou21c,BNT162b2,S:614G,B.1.351 Spike,1,Figure 2B,=,3.6,0,NULL,NULL,5,NULL,2021-03-25
Zhou21c,BNT162b2,S:614G,B.1.526 Spike,1,Figure 2B,=,3.3,0,NULL,NULL,5,NULL,2021-03-25
Zhou21c,mRNA-1273,S:614G,B.1.1.7 Spike,1,Figure 2B,=,1.4,0,NULL,NULL,5,NULL,2021-03-25
Zhou21c,mRNA-1273,S:614G,B.1.526 Spike:-484K+477N,1,Figure 2B,=,1.6,0,NULL,NULL,5,NULL,2021-03-25
Zhou21c,mRNA-1273,S:614G,B.1.351 Spike,1,Figure 2B,=,3.9,0,NULL,NULL,5,NULL,2021-03-25
Zhou21c,mRNA-1273,S:614G,B.1.526 Spike,1,Figure 2B,=,3.9,0,NULL,NULL,5,NULL,2021-03-25
