ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,inhibition_pcnt,resistance_level,ineffective,cumulative_count,assay,date_added
Skelly21,CP_24d,Wuhan-Hu-1,B.1.1.7 full genome,1,Figure S2E,=,6.5,0,NULL,NULL,1,authentic virus,2021-04-21
Skelly21,CP_24d,Wuhan-Hu-1,B.1.1.7 full genome,2,Figure S2E,=,3.3,0,NULL,NULL,1,authentic virus,2021-04-21
Skelly21,CP_24d,Wuhan-Hu-1,B.1.1.7 full genome,3,Figure S2E,=,2.2,0,NULL,NULL,1,authentic virus,2021-04-21
Skelly21,CP_24d,Wuhan-Hu-1,B.1.1.7 full genome,4,Figure S2E,=,2.2,0,NULL,NULL,1,authentic virus,2021-04-21
Skelly21,CP_24d,Wuhan-Hu-1,B.1.1.7 full genome,5,Figure S2E,=,6.4,0,NULL,NULL,1,authentic virus,2021-04-21
Skelly21,CP_24d,Wuhan-Hu-1,B.1.1.7 full genome,6,Figure S2E,=,2.5,0,NULL,NULL,1,authentic virus,2021-04-21
Skelly21,CP_24d,Wuhan-Hu-1,B.1.1.7 full genome,7,Figure S2E,=,1.9,0,NULL,NULL,1,authentic virus,2021-04-21
Skelly21,CP_24d,Wuhan-Hu-1,B.1.1.7 full genome,8,Figure S2E,=,2.8,0,NULL,NULL,1,authentic virus,2021-04-21
Skelly21,CP_24d,Wuhan-Hu-1,B.1.1.7 full genome,9,Figure S2E,=,2.9,0,NULL,NULL,1,authentic virus,2021-04-21
Skelly21,CP_24d,Wuhan-Hu-1,B.1.1.7 full genome,10,Figure S2E,=,1.1,0,NULL,NULL,1,authentic virus,2021-04-21
Skelly21,CP_24d,Wuhan-Hu-1,B.1.1.7 full genome,11,Figure S2E,=,26.3,0,NULL,NULL,1,authentic virus,2021-04-21
Skelly21,CP_24d,Wuhan-Hu-1,B.1.351 full genome,1,Figure S2E,=,14.5,0,NULL,NULL,1,authentic virus,2021-04-21
