ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,inhibition_pcnt,resistance_level,ineffective,cumulative_count,assay,date_added
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,1,Figure S1,=,3.5,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,2,Figure S1,=,0.9,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,3,Figure S1,=,2.1,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,4,Figure S1,=,2.4,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,5,Figure S1,=,2.4,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,6,Figure S1,=,8.5,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,7,Figure S1,=,1.9,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,8,Figure S1,=,1.9,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,9,Figure S1,=,3.4,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,10,Figure S1,=,6.6,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,11,Figure S1,=,0.9,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,12,Figure S1,=,0.9,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,13,Figure S1,=,5.8,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,14,Figure S1,=,2.4,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,15,Figure S1,=,1.4,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,16,Figure S1,=,2.1,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,17,Figure S1,=,3.4,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,18,Figure S1,=,1.7,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,19,Figure S1,=,1.1,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,20,Figure S1,=,2.1,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,21,Figure S1,=,6.4,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,22,Figure S1,=,2.4,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,23,Figure S1,=,1.4,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,24,Figure S1,=,3.1,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,25,Figure S1,=,5.1,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,26,Figure S1,=,6.4,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,27,Figure S1,=,4.5,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,28,Figure S1,=,3.1,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,29,Figure S1,=,5.0,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,30,Figure S1,=,8.5,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,31,Figure S1,=,5.8,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,32,Figure S1,=,3.9,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,33,Figure S1,=,3.4,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,34,Figure S1,=,1.9,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,35,Figure S1,=,2.7,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,36,Figure S1,=,9.6,0,NULL,NULL,1,authentic virus,2021-05-03
Bates21,BNT162b2,Wuhan-Hu-1,B.1.1.7 full genome,37,Figure S1,=,4.0,0,NULL,NULL,1,authentic virus,2021-05-03
